source_row,split,sentence1,sentence2,similarity,sentence1_original,sentence1_id,sentence1_token_length,sentence1_tokens_removed,sentence2_original,sentence2_id,sentence2_token_length,sentence2_tokens_removed,baseline_similarity
304,test,A boy and a girl are playing on the outdoor gym,"his 1996 chevrolet tahoe was found abandoned in a virginia beach , va . , parking lot june 25 .",0.63734156,A boy and a girl are playing on the outdoor gym,dc1b222c5db08bbd58db1661490ef1c5b0abd5d1046701f4ad26fd87eacacc3d,12,0,"his 1996 chevrolet tahoe was found abandoned in a virginia beach , va . , parking lot june 25 .",4f966daf64b494b011453347e92b8d36a40554538116178edeb80d2478c823a9,38,0,0.6373415
305,search,guatemala 's former leader found guilty of genocide,dining room with wooden dining table set with playmates .,0.6378615,guatemala 's former leader found guilty of genocide,3d167e75e9c7ef556894b24470d3eff77f05dbfa0203bd59dfed35b2cdf1ce4b,16,0,dining room with wooden dining table set with playmates .,0be5f8de1a2df4a38464284ef8dc9b782d78d045ad9312bd3e46c7cb41d0e4c5,12,0,0.6378613
306,test,fire at south korean bus terminal kills 5,two black dogs are playing in a grassy plain .,0.6383813,fire at south korean bus terminal kills 5,1770d9e3065d4613ca96a0254cf24e452e812d7f3749a097810b19058a4886b2,12,0,two black dogs are playing in a grassy plain .,0d488b99242a750196d20786572836fe6a530e0593bd59f423be1fd21f20e851,13,0,0.63838136
307,search,The boy is not playing the piano,press releases : yemeni presidential election,0.6389012,The boy is not playing the piano,2d0339d1b0c652bfdd6efc238ca240e69fece090e3cf23f94a833ab2110f5b75,7,0,press releases : yemeni presidential election,f87081e346aad7d80bb94b17fa8a7416841b2e919981541e77f53171e93d0455,11,0,0.6389011
309,search,idolize / show devotion to,dealbook : british retailer hmv enters equivalent of bankruptcy,0.6399411,idolize / show devotion to,d4d0fb204f045bf8f08a4b5d504498af8e0e8f8fd19cb3e2e3d81afb041f90ca,7,0,dealbook : british retailer hmv enters equivalent of bankruptcy,7554ee7d004f1641b72818189d9d7944485133aabea7b8abfcc9ca020a1c0b50,18,0,0.6399411
310,validation,the best thing you can do is to know your stuff .,A magician is cutting a girl into two pieces like butter,0.64046115,the best thing you can do is to know your stuff .,ff039a9c2b4b8b4c919f34fc71a36e07fa6221147a7d90a7fb2bac05648cb921,13,0,A magician is cutting a girl into two pieces like butter,b277b9f480506878bca1486c1f6f2e709d7c7bb25e095df0de523c8ffe09cb33,12,0,0.6404609
313,search,An animal is being ridden by a woman,"impose , involve , or imply as a necessary accompaniment or result .",0.6420209,An animal is being ridden by a woman,d1d24e02c73a1a67641d65bc350c866ef27e370ecca11721bd02c0f2e86b3963,10,0,"impose , involve , or imply as a necessary accompaniment or result .",b7b8ffd43d87b89a0251c300085ef25775b0c9bde7116fa574f97f3b27d3a1ae,19,0,0.6420207
316,test,Three men are sitting on a mountainside and looking at the view with a pair of binoculars,they would give the right to divorce the husbands who would have abandoned them ?,0.6435806,Three men are sitting on a mountainside and looking at the view with a pair of binoculars,51e2a4f20952823095feda5cae1d75cde619f50077f9b05cce3d57cd979865d0,23,0,they would give the right to divorce the husbands who would have abandoned them ?,70d912a63cb47eb0f7238cdf5efbfb261482be88fc13b3be6c6d4c681e7b9095,17,0,0.6435806
317,search,"about 22 % of twentysomethings are obese , which is roughly 30 pounds over a healthy weight .","change the key of , in music .",0.6441007,"about 22 % of twentysomethings are obese , which is roughly 30 pounds over a healthy weight .",2e423eca8f84d88d5f8058e296a9c01a210b5b6f906f5715aa76a01864424258,24,0,"change the key of , in music .",256c7840743621eb450af7326c685e68f0c57fda819afdcf0e395b7f32a4561e,10,0,0.6441006
323,test,A young man deep in thought.,Two men are playing table tennis,0.6472201,A young man deep in thought.,9884e935592c68bd5081947fc3c0443804af925e42be396b3c47f38f04e7755d,7,0,Two men are playing table tennis,7a3251ea2f5a667834a51913fb5697d8b7827e36adccafcbab131735a7537631,6,0,0.64722
325,test,a skier stands on his hands in the snow in front of a movie camera .,about 31 percent of americans are now obese — roughly 30 or more pounds over a healthy weight .,0.6482603,a skier stands on his hands in the snow in front of a movie camera .,7e69254ed81a3a7c48d179144b74e7abeb2eecfa14dac82dad0c41422b890770,20,0,about 31 percent of americans are now obese — roughly 30 or more pounds over a healthy weight .,a8a21629afefefeb819ac8c9c8c2a632968cc8e43723b871ab06c997d8641341,23,0,0.64826024
329,search,"i don 't know how legitimate this is , but i heard he 's kind of suicidal .",a black and white cat lying on a blanket .,0.65033984,"i don 't know how legitimate this is , but i heard he 's kind of suicidal .",ed398547b3d85dbf63f2c723b1e87e155ef969c97df7b1ac43b38e45ddf3c901,30,0,a black and white cat lying on a blanket .,a28bf6f0b5b7219eb3305613fe47191e99be84e4eeca0d57b69f901f9f87248f,13,0,0.65033996
330,search,south african icon nelson mandela hospitalized,The girl isn't jumping onto the car recklessly,0.65085965,south african icon nelson mandela hospitalized,1cc1ca73b17eb5156b307df04c67f24481e2f17038a741bac10e246d981e0520,13,0,The girl isn't jumping onto the car recklessly,f44ac3e395438a4f2efbeea5fcff80e1c4db89ad5c2b0c640a8fff24afcce65f,12,0,0.65085983
331,search,The bride and the groom are arriving after the wedding,a black and white cat lying on a blanket .,0.6513797,The bride and the groom are arriving after the wedding,57a6c1c0b0beb0149817a1fd85969ed67f4250278445926136c126248d387038,10,0,a black and white cat lying on a blanket .,a28bf6f0b5b7219eb3305613fe47191e99be84e4eeca0d57b69f901f9f87248f,13,0,0.65137976
332,search,a man and his bicycle laying down on the green grass .,"A girl in water, with goggles and swimming cap.",0.6518991,a man and his bicycle laying down on the green grass .,3511a2e367073c1150b3d59182e4b21bf7452c677b2f2f454a635cd6bd82d9c3,15,0,"A girl in water, with goggles and swimming cap.",95b739e5c335cd2c9e20f1d8c240641128c8b74a85152fdd6acd6d0760076b14,13,0,0.651899
334,search,( medicine ) the capacity of an organism to defend against disease .,"The dollar fell as low as $1.1624 per euro from $1.1486 on Friday, and traded at $1.1594 at 10:15 a.m. in London.",0.6529392,( medicine ) the capacity of an organism to defend against disease .,cd3e878086cf8cb2ff201dc407013040c6515e1ff7067617e0fa8f08dcb55005,15,0,"The dollar fell as low as $1.1624 per euro from $1.1486 on Friday, and traded at $1.1594 at 10:15 a.m. in London.",38fcf626e358951556db9e3c3fbbdc2e45f05285a4ded378171861e49539fe2f,39,0,0.6529394
336,search,knox county health department is following national centers for disease control and prevention protocol to contain infection .,A person is stirring vegetables in a pot.,0.6539792,knox county health department is following national centers for disease control and prevention protocol to contain infection .,51d17beef57195baefd67052f8bb3c04feeb6809dbb8aee06d7cecad9541a1de,21,0,A person is stirring vegetables in a pot.,d99ca3543f66f779ed3f9ab03b12096f660945ff9d16f1eb2e45c87a26c3fabe,10,0,0.6539792
339,validation,french jets strike deep inside islamist-held mali,"write as if with print , not in cursive",0.65553916,french jets strike deep inside islamist-held mali,78c7a9b6ede13cc12182ebd7b326caaa86d9f35a2b0900cf7a6e9310d7e2e830,13,0,"write as if with print , not in cursive",a637b603daebf7a5181dc8f1e1083e06d335d37600b2c7c131f6d9242ff7a151,12,0,0.65553916
342,search,"talk or behave amorously , without serious intentions .",your top 10 flu questions answered,0.65709895,"talk or behave amorously , without serious intentions .",76aa9278ffd50ca9b5b0cc3ebdf3a5785129471489c69c4fc2eec4ff6e75efde,13,0,your top 10 flu questions answered,04213ed15da91a7124a4da9c5b2a814f006b5b7e68c430fa568319bc1882f553,6,0,0.6570988
346,search,"WorldCom's accounting problems came to light early last year, and the company filed for bankruptcy in July 2002, citing massive accounting irregularities.","nicaragua , venezuela offer asylum to snowden",0.65917885,"WorldCom's accounting problems came to light early last year, and the company filed for bankruptcy in July 2002, citing massive accounting irregularities.",b65b449b3d9cf29864beb370264e92c5e6ccb2c22adf249e8230cc9cc2c410f0,30,0,"nicaragua , venezuela offer asylum to snowden",4da7d5ba84da2d6482b2aeef2b16359e271deca8235e559360eec6ab5b1b5554,17,0,0.659179
352,search,create an electrical short in something .,the united states and other nato members have refused to ratify the amended version until russia withdraws troops from former soviet republics moldova and georgia .,0.6622983,create an electrical short in something .,e374c168d4f26dc1441212b95f968c681e4063e1ae177b2622f06060eb8a86df,8,0,the united states and other nato members have refused to ratify the amended version until russia withdraws troops from former soviet republics moldova and georgia .,50235d40341deec8823f337bea76464b17f0bb0b3886a9cfae4f500c3e0c8ce2,41,0,0.6622982
354,search,female film directors slowly gain ground,The bride and the groom are arriving after the wedding,0.6633382,female film directors slowly gain ground,61096ab36d6caab8743a11efb82329fcd464f649b48100b9a684f1cdbfad28e4,6,0,The bride and the groom are arriving after the wedding,57a6c1c0b0beb0149817a1fd85969ed67f4250278445926136c126248d387038,10,0,0.66333807
360,search,south african icon nelson mandela hospitalized,A dog is missing the ball in mid air,0.66645813,south african icon nelson mandela hospitalized,1cc1ca73b17eb5156b307df04c67f24481e2f17038a741bac10e246d981e0520,13,0,A dog is missing the ball in mid air,1c53b6795e0f7b29d6b26f32af2c46b2670949667153f98800ac0e88ccceab28,9,0,0.6664579
361,validation,bulb c and switch z are in the same closed path,state or say further ;,0.6669776,bulb c and switch z are in the same closed path,4a6a4e532f62ec7237ca2b2b24d64d3a4e2c3882a6cd8d85e900939b39048d2c,13,0,state or say further ;,8dd90ba58912cde36d55a784726a542e102cda2bba4078b824c2fc47fd58db39,6,0,0.66697735
365,validation,A dog is biting a can,fast-food workers strike for higher pay,0.66905755,A dog is biting a can,a8e80ea9af29cc8c93d735b62df6f08474b9be69be8ff3bd1cd9c1dce5f403c2,8,0,fast-food workers strike for higher pay,8db07292be173eaf819e0a50533b7c6421983b5961f5fc9bb073a0a6a67bc061,8,0,0.66905767
369,test,black dog chasing brown dog through snow,cause to move with a flick or as if with a flick,0.67113674,black dog chasing brown dog through snow,2a1b4d3632bd0ec77d46890569c86d586f4dead142e8276bf413e2aca876cad7,8,0,cause to move with a flick or as if with a flick,a2efb3f418157580966ed3f51441631f42e6129e1dc849e3886f492864701513,15,0,0.67113686
373,search,a visit to libya by the russian foreign minister was announced .,A large dog walks along a gravel path in the woods.,0.6732168,a visit to libya by the russian foreign minister was announced .,c2f61848c1d6e26342c1d93f146cbdbdba8d41a13acc1764dde30495430d1256,19,0,A large dog walks along a gravel path in the woods.,ee10ce62337d8c5149c5461be7f6d554fdaef5625af83fb1a37ad3da99575e4b,14,0,0.6732167
374,search,it has the effect of augmenting the potency of the big countries to the detriment of babies .,pussy riot verdict greeted with defiance,0.6737368,it has the effect of augmenting the potency of the big countries to the detriment of babies .,00c169af5b1c7d043d01f1f816236558810cd666dc040ad84c693a658023521a,23,0,pussy riot verdict greeted with defiance,41ce253777209895b689b16293887113fbac20d7097458d5bb575deee9743522,12,0,0.6737367
378,search,The man in a grey t-shirt is sitting on a rock in front of the waterfall,"Taylor's aides warn an abrupt departure could trigger more chaos, a view shared by many in Liberia and, in private, even by mediators.",0.67581624,The man in a grey t-shirt is sitting on a rock in front of the waterfall,6c35967a83869467d43c321593ea90e97c074986ee374f8be5220bf16e839c5e,21,0,"Taylor's aides warn an abrupt departure could trigger more chaos, a view shared by many in Liberia and, in private, even by mediators.",3a44bdf6e2e905da4c1af5cb68d324bd40d45a0f067bd13dea58bb043b8fd5aa,35,0,0.6758161
387,test,fire at south korean bus terminal kills 5,home office space with bright green walls and artwork .,0.6804957,fire at south korean bus terminal kills 5,1770d9e3065d4613ca96a0254cf24e452e812d7f3749a097810b19058a4886b2,12,0,home office space with bright green walls and artwork .,5efc2964eb60efafb6c8340bbca79c4d2f41b4f454138f9aca129fc025d54aeb,11,0,0.6804956
390,search,if the other bulb is no longer contained in a closed path with the battery,"that said , i would caution against the attempted use of proof by anecdote here to prove the effectiveness and validity of the concealed carry laws .",0.6820556,if the other bulb is no longer contained in a closed path with the battery,8841b6f1ecacf21f65cf7e266cf967dd0085fd1f63b238463e705a4a2abd4d4d,17,0,"that said , i would caution against the attempted use of proof by anecdote here to prove the effectiveness and validity of the concealed carry laws .",0790e08ad2f5c8ee7c1183f6d19d859314d1859715fcd931bd1be7b06dcf2ed2,36,0,0.68205535
392,search,"over 50 , and under no illusions over 50 ? invent yourself everyday !",young redheaded man holding two bicycles near beach .,0.6830956,"over 50 , and under no illusions over 50 ? invent yourself everyday !",b1b30f52c861fb1b11a80304feed791c675284cac064bcc0b215779e3b451fff,19,0,young redheaded man holding two bicycles near beach .,04ffdaa937255932ba92b733ce09ec73db358c9dc0f2dd6ada6e133aaeed495a,12,0,0.6830957
393,validation,"north american markets grabbed early gains monday morning , as earnings season begins to slow and economic indicators take the spotlight .",the texas congressional delegation now is 17-15 democratic .,0.68361545,"north american markets grabbed early gains monday morning , as earnings season begins to slow and economic indicators take the spotlight .",429f663593c215b113603e5a1bc1d215a29824250b2de71a650d8ea6700d66b7,26,0,the texas congressional delegation now is 17-15 democratic .,c6112a90baccb27ed93576bf913385d94304dca92b0c4ac3fc33860b96b2d279,14,0,0.6836152
395,search,gap between 3 and positive battery,a domestic animal stands in a pen .,0.68465525,gap between 3 and positive battery,ed89944f789cb49dd4ad678becd382af0e17eac87344278634dd2ed4863a478e,6,0,a domestic animal stands in a pen .,902ce7f80ad731a0956c2d4cdeb95e327b4e1f508112798855d066fb059cdb9f,11,0,0.6846551
